tag,x,y,z,qx,qy,qz,qw,n_obs
tag36h11:10,-0.22848114358957328,0.004009031723249348,-0.018471349494812404,0.0012949216453413714,-0.32359964295975463,0.0029235394931062665,0.9461886953304209,32
tag36h11:14,-0.5720560927418522,0.002834321287770377,0.48932947170119917,-0.0009372295140338012,-0.42976690256297856,0.0015433086330673414,0.9029380650192594,12
tag36h11:15,-0.7356611061452781,0.0023952999750364206,1.216465344241205,-0.01199859024656354,0.9796922385535105,-0.0030941868792360404,-0.2001239055127173,14
tag36h11:16,-0.6368747090293408,0.00322149353409857,0.7209200214485776,0.004427662262039659,0.9467771936740094,-0.0007557600245288815,-0.3218583076020347,23
tag36h11:17,-0.9744926906159482,-0.0023681943900225795,1.1652072670167697,-0.010995556404246008,0.8391134423126618,0.001807553900318932,0.5438423130085169,9
tag36h11:18,-0.2577775790159629,0.003134452214367812,1.1956721027864452,0.00827641703921632,-0.8614510798153032,0.02355003976426761,0.50722670832,20
tag36h11:19,-0.49642766560321794,0.004203449440863478,1.2286521228132579,0.007397670707717591,0.9669939322438761,0.008842019264697144,0.254538461076021,24
tag36h11:2,0.03206543724623088,0.003265158886172654,0.9009737902075093,-0.009785508390650443,-0.5152032441374974,-0.00578054979430617,0.8569926757562227,6
tag36h11:22,0.06960798668537707,0.00024278643992642083,0.7301041063952779,0.010603008707719188,0.9224519605445591,0.004573096525695337,-0.38593917070182193,7
tag36h11:23,0.11334824942398489,0.0025189994127884532,0.4859743358791196,-0.022759314416848805,-0.3873797552269489,-0.005723869968110905,0.9216214928918337,19
tag36h11:24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45
tag36h11:25,-1.285164341273465,-0.015104408236699753,0.8663086910639978,-0.016898186986224605,0.6774650943569377,-0.009044959591301189,0.7353051651596879,9
tag36h11:26,-1.1541122569185833,-0.008081444509302534,1.0711986079589157,-0.017041541625969134,0.9994933453610125,0.0022764082420201237,0.026785376674182047,10
tag36h11:27,0.1400282829093441,0.0002666570648616167,0.20017239022993003,-0.006976034293247968,-0.7065388942908375,0.00879194549672616,0.707585208645717,35
tag36h11:28,-1.2078748009083857,-0.02086862466650449,0.2838070873949257,-0.021703928672649517,0.8594137411350601,0.008533468927119835,0.5107486083549152,10
tag36h11:3,-0.07570439892317991,0.005059794180744268,1.111031829761427,-0.004548898906338165,0.9764417390250952,-0.004173805551538361,-0.21569287692366113,14
tag36h11:31,-1.1027569209738852,-0.019877448285090308,0.06396850661060031,-0.0173389006371838,0.24727913348985486,0.015270510082215364,0.9686687794014162,5
tag36h11:33,-1.5539755892896994,-0.030571026115390768,0.5033285163581498,-0.008892422735200438,0.6562716358851713,0.0030932605546294344,0.7544659677478109,11
tag36h11:4,-1.0215611573196832,-0.020292217964395683,-0.05400466000787645,0.0007067290458222997,0.44158120736193307,-0.007455540835872833,0.8971900315706133,6
tag36h11:5,-0.7756896022214422,-0.013744625695475816,-0.07573418130381436,0.002264074466861207,-0.29981642918686413,0.0287711106792886,0.9535602791364197,2
tag36h11:9,-0.47365228373031854,0.004401499959647275,-0.024115539304676796,-0.008187553946306408,0.4198904834433941,0.0018987327225498314,0.9075358619294873,18
