lap_id,start_idx,end_idx,n_samples,closure_m,smooth_std_heading,length_m,score
1.0,0.0,201.0,202.0,0.3798049384750285,0.2908310982166872,4.152460899637984,1.4302459136417727
2.0,201.0,352.0,152.0,0.049121788711867086,0.07980747749782297,4.042536352251917,0.22717284363342422
