tag,x,y,z,qx,qy,qz,qw,n_obs
tag36h11:10,-2.1557469727088425,0.13199425841612142,1.138595972724387,-0.009360361843040737,0.641916918991226,-0.05011111876134049,0.7650777271071653,17
tag36h11:14,-0.9272299194245771,0.09060618547837716,1.24596331878772,-0.02296610263829207,0.5605725713476383,-0.03478601042663964,0.8270555506499563,17
tag36h11:15,0.5132578507307433,0.050564893176594704,0.805421369595472,-0.005258536553782802,-0.3222964491203692,0.006117174247623724,0.9466044194154907,27
tag36h11:16,-0.4596591641303047,0.06687351567533174,1.1355434733042242,-0.0449656686080972,-0.20263400946825347,-0.005880243419658244,0.9782039509175846,19
tag36h11:17,0.6441871722351096,0.06166503863872115,1.2772930166112764,0.002434080611242085,0.8947756256712914,-0.010395779825445163,-0.44638837654888364,18
tag36h11:18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46
tag36h11:19,0.2926295317209338,0.03033340166455652,0.3835182495738314,-0.024610353403548422,-0.7047387551520472,0.020763292957384265,0.708735848647196,20
tag36h11:2,-0.8005125116336402,0.0011828478020509082,-0.20933252398316624,-0.009078556076748791,0.47792499787388715,-0.00780064872955512,0.8783190912795898,39
tag36h11:22,-1.135110391935593,0.010136782613474732,-0.09782853082792796,-0.025442830218193817,-0.13230587816679945,0.004137194285683256,0.9908737056842526,21
tag36h11:23,-1.6003546025911748,0.021835061825632267,0.06022556054396279,-0.03440063415602198,0.5989341921975097,-0.012391158675712059,0.7999630547550639,10
tag36h11:24,-2.338329865539496,0.09847448582474665,0.720733545714295,-0.0019055344161175865,0.8592603364301447,-0.04184346610844204,0.5098207209603935,36
tag36h11:25,0.4108334806433993,0.07215876531477636,2.1092166727273276,0.029087336474128957,0.9775206740765087,-0.017645240430510262,-0.20807667841446914,19
tag36h11:26,0.644339128011617,0.04586519562123505,1.6856654618357616,-0.012587636695862868,-0.527124832814906,-0.008868360057303558,0.8496483473897684,15
tag36h11:27,-2.122785670232618,0.05107750708384568,0.28699568324291835,-0.025245085569189547,0.2597383514501639,-0.021012628257791526,0.9651202743152044,28
tag36h11:28,-0.7045023194481301,0.13749439861944301,2.5322173193323687,0.043666372884186726,0.8758801707648365,-0.009465617970215593,-0.4804555925541317,12
tag36h11:3,-0.3274406851814948,-9.567421372792527e-05,-0.2326588779900395,-0.01420545491301624,-0.3079471655338434,0.001644903785194701,0.951295980534935,42
tag36h11:31,-1.1929850477460477,0.16616151081773065,2.5685390112829487,0.018446531310084977,0.9610413134996144,-0.0257634732014891,0.27458252434952624,9
tag36h11:33,0.020657595568884638,0.12215915199617362,2.919518544981864,0.03583145736632259,0.9821279440936036,-0.02136118953332968,-0.18353339662088233,13
tag36h11:4,-1.4811409695054931,0.17380618643723408,2.5510697660176653,0.01727432888095382,0.9976247760978258,-0.044925278106385164,0.04927598872209009,7
tag36h11:9,-1.9424636043034411,0.15838807663831503,1.5878776309743892,0.029239378505498376,0.9952194885642213,-0.034277868863459515,0.08665019349523409,4
