stamp_sec,stamp_nanosec,t_rel_s,nearest_ref_idx,distance_to_ref_m,query_heading_deg,ref_heading_deg,heading_error_deg,query_x,query_z,ref_x_nearest,ref_z_nearest
1770991085,366739012,0.0,24,0.29979550133191585,7.510867900799839,38.892209437067145,-31.381341536267314,-1.6639889792186493,2.137958054206484,-1.4757602051768162,1.9046186635293776
