stamp_sec,stamp_nanosec,x,y,z,qx,qy,qz,qw
1770992319,335380013,1.1701151136428627,0.03162077150039705,1.0952487247603375,0.9623884829569992,-0.017883481023429976,-0.2692753042565221,-0.031295359013244005
1770992319,703499534,1.1701841110455928,0.031404477927730545,1.0952292673632285,0.9623741301845095,-0.017914478921332338,-0.26931473279719487,-0.03137960635447118
1770992321,75398890,1.1702300259750713,0.031197769328333215,1.0952253417837818,0.9623655548829855,-0.017940028504405167,-0.26933399473139685,-0.03146257195546096
1770992321,275518305,1.1702498816532994,0.031055969905664026,1.0952356271065362,0.9623637110230009,-0.017951253479587283,-0.2693349598948203,-0.03150427880471411
1770992321,575348389,1.170261981262566,0.030943145784143717,1.0952486096436769,0.962362024696914,-0.01796025657973719,-0.2693363314823508,-0.03153891482717335
1770992322,143342591,1.1702723371185852,0.03083382630074391,1.095258044001121,0.9623575416644876,-0.017973640053576673,-0.2693452765746235,-0.03159164844777902
1770992322,179192600,1.1702579656395093,0.0307697448784609,1.0952747594927852,0.9623577759687159,-0.01798106551492067,-0.269339290833804,-0.03163129350245976
1770992322,615467265,1.1702082741609563,0.03080502567040133,1.0953003009078555,0.9623673668732983,-0.017966712248789957,-0.26930813568944384,-0.031612916344429726
1770992323,115531278,1.1701506868761586,0.030924326815574218,1.0953221481373359,0.9623803659527307,-0.017935968283495363,-0.2692722145184015,-0.031540557363143526
1770992323,147522671,1.1701126501010355,0.031032852869415154,1.0953301668327031,0.9623890617642576,-0.017915190465167024,-0.2692498150073956,-0.03147819666994883
1770992323,283423239,1.1701178222339814,0.031082418972466837,1.0953155436066044,0.9623874107623492,-0.017912413592886894,-0.2692587108308557,-0.03145415214441988
1770992323,347548401,1.1701596484067278,0.03108546542795913,1.095286433831021,0.9623777042524682,-0.017922739674102045,-0.26929286913175526,-0.03145282809400116
1770992323,415591246,1.1701932039456457,0.03103032475688672,1.0952694609450961,0.9623699886160405,-0.017939891109232525,-0.26931511004763126,-0.031488677618844226
1770992324,283376067,1.1702113516595372,0.03092442199958642,1.0952657927947527,0.9623644333408864,-0.017964884782748526,-0.26932451982579386,-0.03156364009145432
1770992324,887312579,1.1702171789439175,0.03088914895581007,1.0952712153130695,0.962362527827846,-0.017966727229793096,-0.26932824579658066,-0.031588886678467695
1770992324,955529874,1.170204976884941,0.030909804276342535,1.095283924900993,0.9623643461886884,-0.017956689237059228,-0.2693234635596379,-0.03157996948545609
1770992325,155312057,1.1701669739391416,0.030994340266365272,1.0953001982428876,0.9623718170575537,-0.017931265043513212,-0.2693046152232352,-0.03152744339059137
1770992325,255598718,1.170111640794891,0.03109825604851077,1.0953208738750508,0.9623838243927976,-0.017901584773877762,-0.26927183780399155,-0.031457672757813374
1770992325,355396312,1.1700674595259986,0.03112416439664949,1.0953317601830248,0.9623919255018891,-0.017887657520480764,-0.26924599559140316,-0.031438945516518144
1770992325,823323795,1.1700503591139824,0.031069516678963485,1.0953262328568454,0.9623938375005301,-0.01789239143667489,-0.2692358259399317,-0.03146480414880934
1770992325,891371260,1.1700778831813619,0.030924721944941176,1.0953028503834952,0.9623859340980183,-0.017914949382678805,-0.2692532494762191,-0.031544509591967876
1770992326,191281675,1.1701327614755381,0.030785924849324738,1.0952712338654202,0.9623749192910611,-0.017931202675759993,-0.26928446904272435,-0.03160476898353257
