tag,x,y,z,qx,qy,qz,qw,n_obs
tag36h11:10,-0.456961964565011,0.008059761685223644,-0.03696945600936537,0.0012860527617851102,-0.3237407710284055,0.003085416828443533,0.946139915364119,32
tag36h11:14,-1.143410771910732,0.005259797058743102,0.980568665106003,-0.000516625774135068,-0.42905759418498707,0.0013017086791852928,0.903276048350954,12
tag36h11:15,-1.4679238623201014,0.004445460146092198,2.43557432508592,-0.010482267475322885,0.9796833730888049,-0.0023296497466213377,-0.20026278559426702,14
tag36h11:16,-1.2728590352817029,0.0064879983929943,1.4437066947810602,0.004670167092262259,0.9465126996902694,3.243087855867035e-05,-0.3226327599804558,23
tag36h11:17,-1.9465796917033136,-0.00474628166657661,2.3323314099465002,-0.008860799823613263,0.8390406709619816,0.0018981852559080837,0.5439932311995139,9
tag36h11:18,-0.5122597815497065,0.004202705634144713,2.392732556512033,0.0071091333127180495,-0.8609014348818891,0.023187911357762946,0.508193369111317,20
tag36h11:19,-0.9897679351409522,0.007474371964977084,2.458841821326765,0.008607662976379299,0.9670979531367704,0.008575792293838517,0.25411397632418237,24
tag36h11:2,0.0650017219409901,0.005513689525078876,1.8034542965450482,-0.012735587194017127,-0.5158569289979875,-0.006217548182800629,0.8565575145418919,6
tag36h11:22,0.1386725495077105,0.0016458371841558948,1.461097729197282,0.012423188815854105,0.9227994395232314,0.0029212429269255837,-0.3850692471946021,7
tag36h11:23,0.22567357135811802,0.005040989870252878,0.9725047725109679,-0.023006604008304246,-0.3880208426644557,-0.005707807631519649,0.9213457237986251,19
tag36h11:24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45
tag36h11:25,-2.5687622035264424,-0.030198929592851545,1.7331304612387768,-0.014576184231254827,0.6757757232301167,-0.007786190062003109,0.7369220325043808,9
tag36h11:26,-2.3069495491640812,-0.016981308157195705,2.144237951722881,-0.015792805057886217,0.9994658828527586,0.004438794227550267,0.028263641442055103,10
tag36h11:27,0.27973967091640595,0.0001866995070459351,0.40023759774985196,-0.007065610366601201,-0.7065546161007457,0.008752476640471619,0.7075691102426204,35
tag36h11:28,-2.4113368771830768,-0.03857370627702637,0.5700456704469135,-0.02267685721597387,0.8574093084862766,0.012997476865309361,0.5139709169428045,10
tag36h11:3,-0.14908570287528888,0.007293526483089412,2.2243755776509615,-0.0024201582512433386,0.9765943878892108,-0.004697948016033372,-0.2150243559734,14
tag36h11:31,-2.2000373386493397,-0.03445126818402514,0.1306739407363461,-0.015047863342187872,0.24358701234492125,0.0200357062930303,0.9695553102835596,5
tag36h11:33,-3.1052629772632048,-0.06251986204863065,1.0043903359787565,-0.007616451510420352,0.6540488026879461,0.0063045148227762375,0.7563877355309928,11
tag36h11:4,-2.0374054999412428,-0.03407114054362591,-0.10564833811587039,0.0015733262077341592,0.43902233752610437,-0.0015693733965913242,0.8984733990858613,6
tag36h11:5,-1.5493421657833018,-0.018800267224290377,-0.14524161826777457,0.006509305329404569,-0.3008449883290166,0.03153639933112532,0.9531292553786554,2
tag36h11:9,-0.9465839022238969,0.009695430047814145,-0.04797840972700117,-0.008222080552148651,0.419847589460073,0.0024746564046447877,0.9075540067079418,18
