stamp_sec,stamp_nanosec,t_rel_s,nearest_ref_idx,distance_to_ref_m,query_heading_deg,ref_heading_deg,heading_error_deg,query_x,query_z,ref_x_nearest,ref_z_nearest
1770991684,864570336,0.0,104,0.19490401481137354,-167.32843611447993,23.45859059131896,169.2129732942011,-1.3741386331698346,1.219943537916568,-1.5511944080771354,1.1384645371767002
