tag,x,y,z,qx,qy,qz,qw,n_obs
tag36h11:0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,423
tag36h11:1,0.00019933207671273622,0.5788700654250282,1.3776865344233433,0.08378562173457457,0.0015148270374376964,0.0002943802919137449,0.9964826080920034,99
tag36h11:10,-0.007534478233905448,-6.624640866923,-1.0901126549446216,0.9660900983241217,-0.0027911058542123383,-0.0014529354454329566,-0.2581860194255119,122
tag36h11:11,-0.015144375522866757,-7.095632804376533,-2.1940603240855094,0.9408966661129642,-0.0025492183845152215,-0.001073334732555851,-0.33868246653124695,151
tag36h11:12,-0.005320545406808614,-7.0725995751435144,0.5798733743874707,0.9999858025620912,-0.004482626910561717,0.0021399354432785366,0.0019290947435744883,78
tag36h11:13,-0.01222326587197517,-8.033680889284065,-0.12971467430603242,0.9967950188734892,-0.005124003304781668,0.008124404649118474,-0.07941932377092097,60
tag36h11:14,-0.015732654115669827,-6.627153845316743,2.2732803234729095,0.9660277084809884,-0.005947782162687968,0.003100619281468345,0.25835145924570896,165
tag36h11:15,-0.02880468378432092,-7.805097727325659,2.1174860978719128,0.9844015661368314,-0.005622924721814412,0.002218314929347853,0.1758323587506031,177
tag36h11:16,-0.01638306615197075,-5.415051254067135,3.5078892454997894,0.867291046000791,-0.005379632535444996,0.0002423335302579686,0.49777227961699283,93
tag36h11:17,-0.030074080096517516,-6.518654457626073,3.970042558459951,0.9056541567967972,-0.005663176296253283,0.000505311497052423,0.4239790341175031,186
tag36h11:18,-0.007961032245672045,-3.749178194234912,3.974635090757759,0.7080986240030039,-0.00397571081081367,0.0003556234495366495,0.7061022630898186,110
tag36h11:19,-0.019443617691282174,-4.469416736163492,4.930162244660871,0.7638907186425269,-0.004126288342281094,0.0010463548449407062,0.6453315805520901,77
tag36h11:2,-0.0008455158373911405,-0.8105548989030353,-1.0150384724996044,-0.25825555837666486,-0.0009966936936130167,0.00022037216548489031,0.9660760966949482,371
tag36h11:20,-4.518888942409805e-05,-2.0726447414510702,3.548403894413558,0.4990266242875004,-0.0021755804045806054,0.001005039644090766,0.8665833399030003,293
tag36h11:21,-0.008815985207337371,-2.2258774807615826,4.725593851392012,0.5712739729646303,-0.00309876155197294,7.583199015670065e-05,0.8207535804000858,309
tag36h11:22,0.0030862770884223776,-0.8422512412669538,2.329645621550143,0.2586027017405689,-0.0011014241181139907,-1.3264655874872967e-05,0.9659831413339672,100
tag36h11:23,0.00032659135823790076,-0.3726127454015156,3.435082756416226,0.33984588563005297,-0.0026715060258341856,-0.000683698942666347,0.9404770968139706,317
tag36h11:3,-0.0016424614240779414,0.3693944073337682,-0.8620171141879797,-0.1765739469498165,0.0002079679585919638,0.00013318175050085426,0.9842873463935788,261
tag36h11:4,-0.003593889368477097,-2.038356709193907,-2.269090454247427,-0.49886368998928177,-0.00044065550276143917,0.0007500220638222691,0.8666800229034413,87
tag36h11:5,-0.00527312024159016,-0.9320042163227613,-2.7397759127446992,-0.42510923370919856,0.00034527580980238555,0.0002308102120443882,0.9051419595436062,309
tag36h11:6,-0.0046485288039727285,-3.7153066702278186,-2.740683679124909,-0.7063525766891711,0.001130361209765584,0.0009209828126511286,0.7078586804431821,103
tag36h11:7,-0.008802904890944714,-2.9947323059417323,-3.7001533840929985,-0.6452143703463052,0.0007972605191123315,0.0008811943639370482,0.7640006571795462,89
tag36h11:8,-0.005386354210105286,-5.393552428549797,-2.3091061791166845,0.8662915135430832,-0.0029856634362245625,-0.0008613074995671872,-0.49952913581338865,149
tag36h11:9,-0.0121038190120853,-5.248027267509859,-3.4928937254407004,-0.8216932464764144,0.002462848508945265,0.0008555590284034821,0.5699240397553181,122
