stamp_sec,stamp_nanosec,t_rel_s,nearest_ref_idx,distance_to_ref_m,query_heading_deg,ref_heading_deg,heading_error_deg,query_x,query_z,ref_x_nearest,ref_z_nearest
1770991788,327788751,0.0,19,0.6016571181267154,-69.4428956919943,49.39773879465404,-118.84063448664833,-2.3022714408771696,1.9377491428413063,-1.8454659070149388,1.54618817437613
